Simulation no#,Line ,Load,Wind1,Wind2,Wind3,flag,Sequence
,,,,,,,
8848,Line 16 - 21,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8849,Line 16 - 24,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8850,Line 26 - 28,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8851,Line 26 - 29,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8852,Line 28 - 29,0.8,0.2,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.31')]"
,,,,,,,
8853,Line 23 - 24,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8854,Line 22 - 23,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8855,Line 21 - 22,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8856,Line 03 - 18,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8857,Line 08 - 09,0.8,0.2,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.86')]"
,,,,,,,
8858,Line 07 - 08,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8859,Line 02 - 25,0.8,0.2,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.20')]"
,,,,,,,
8860,Line 01 - 02,0.8,0.2,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.38'), ('NSG_1', 'OverVoltage(1)', '2.43'), ('G 01', 'Out of Step', '2.44'), ('NSG_3', 'OverFrequency', '2.66')]"
,,,,,,,
8861,Line 25 - 26,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8862,Line 17 - 18,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8863,Line 26 - 27,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8864,Line 17 - 27,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8865,Line 16 - 17,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8866,Line 15 - 16,0.8,0.2,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.06')]"
,,,,,,,
8867,Line 14 - 15,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8868,Line 04 - 14,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8869,Line 03 - 04,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8870,Line 02 - 03,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8871,Line 01 - 39,0.8,0.2,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.59'), ('NSG_1', 'OverVoltage(1)', '2.65'), ('G 01', 'Out of Step', '2.67'), ('NSG_3', 'OverFrequency', '2.88')]"
,,,,,,,
8872,Line 09 - 39,0.8,0.2,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.93')]"
,,,,,,,
8873,Line 05 - 08,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8874,Line 05 - 06,0.8,0.2,0.2,0.4,0,[]
,,,,,,,
8875,Line 04 - 05,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8876,Line 06 - 07,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8877,Line 06 - 11,0.8,0.2,0.2,0.6,1,"[('G 02', 'Over-Speed', '2.15'), ('G 03', 'UV', '2.37'), ('G 08', 'UV', '2.37'), ('G 10', 'UV', '2.56'), ('NSG_1', 'OverFrequency', '2.56'), ('NSG_3', 'UnderVoltage', '2.56'), ('Load 07C_UF', '2.61'), ('Load 07D_UF', '2.62'), ('NSG_2', 'OverVoltage', '2.85'), ('G 01', 'Out of Step', '2.98'), ('G 09', 'UV', '3.50'), ('G 04', 'UV', '3.50'), ('G 05', 'UV', '3.50'), ('G 06', 'UV', '3.50'), ('G 07', 'UV', '3.50')]"
,,,,,,,
8878,Line 10 - 11,0.8,0.2,0.2,0.6,1,"[('NSG_2', 'OverVoltage', '2.01'), ('G 01', 'Out of Step', '2.17'), ('NSG_1', 'OverVoltage(1)', '2.28'), ('NSG_3', 'OverVoltage(2)', '2.28')]"
,,,,,,,
8879,Line 10 - 13,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8880,Line 13 - 14,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8881,Line 16 - 19,0.8,0.2,0.2,0.6,1,"[('G 05', 'Over-Speed', '1.78')]"
,,,,,,,
8882,Line 16 - 21,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8883,Line 16 - 24,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8884,Line 26 - 28,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8885,Line 26 - 29,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8886,Line 28 - 29,0.8,0.2,0.2,0.6,1,"[('NSG_2', 'OverVoltage', '2.39')]"
,,,,,,,
8887,Line 23 - 24,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8888,Line 22 - 23,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8889,Line 21 - 22,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8890,Line 03 - 18,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8891,Line 08 - 09,0.8,0.2,0.2,0.6,1,"[('NSG_2', 'OverVoltage', '2.90')]"
,,,,,,,
8892,Line 07 - 08,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8893,Line 02 - 25,0.8,0.2,0.2,0.6,1,"[('NSG_2', 'OverVoltage', '2.28')]"
,,,,,,,
8894,Line 01 - 02,0.8,0.2,0.2,0.6,3,Error
,,,,,,,
8895,Line 25 - 26,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8896,Line 17 - 18,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8897,Line 26 - 27,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8898,Line 17 - 27,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8899,Line 16 - 17,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8900,Line 15 - 16,0.8,0.2,0.2,0.6,1,"[('NSG_2', 'OverVoltage', '2.09')]"
,,,,,,,
8901,Line 14 - 15,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8902,Line 04 - 14,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8903,Line 03 - 04,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8904,Line 02 - 03,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8905,Line 01 - 39,0.8,0.2,0.2,0.6,1,"[('NSG_2', 'OverVoltage', '2.80'), ('NSG_1', 'OverVoltage(1)', '2.87'), ('G 01', 'Out of Step', '2.90')]"
,,,,,,,
8906,Line 09 - 39,0.8,0.2,0.2,0.6,1,"[('NSG_2', 'OverVoltage', '2.97')]"
,,,,,,,
8907,Line 05 - 08,0.8,0.2,0.2,0.6,3,Error
,,,,,,,
8908,Line 05 - 06,0.8,0.2,0.2,0.6,0,[]
,,,,,,,
8909,Line 04 - 05,0.8,0.2,0.2,0.8,1,"[('NSG_2', 'OverVoltage', '2.09')]"
,,,,,,,
8910,Line 06 - 07,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8911,Line 06 - 11,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8912,Line 10 - 11,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8913,Line 10 - 13,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8914,Line 13 - 14,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8915,Line 16 - 19,0.8,0.2,0.2,0.8,1,"[('G 05', 'Over-Speed', '1.80')]"
,,,,,,,
8916,Line 16 - 21,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8917,Line 16 - 24,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8918,Line 26 - 28,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8919,Line 26 - 29,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8920,Line 28 - 29,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8921,Line 23 - 24,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8922,Line 22 - 23,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8923,Line 21 - 22,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8924,Line 03 - 18,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8925,Line 08 - 09,0.8,0.2,0.2,0.8,1,"[('NSG_2', 'OverVoltage', '2.93')]"
,,,,,,,
8926,Line 07 - 08,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8927,Line 02 - 25,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8928,Line 01 - 02,0.8,0.2,0.2,0.8,1,"[('NSG_2', 'OverVoltage', '2.67'), ('G 01', 'Out of Step', '2.75')]"
,,,,,,,
8929,Line 25 - 26,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8930,Line 17 - 18,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8931,Line 26 - 27,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8932,Line 17 - 27,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8933,Line 16 - 17,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8934,Line 15 - 16,0.8,0.2,0.2,0.8,1,"[('NSG_2', 'OverVoltage', '2.09')]"
,,,,,,,
8935,Line 14 - 15,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8936,Line 04 - 14,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8937,Line 03 - 04,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8938,Line 02 - 03,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8939,Line 01 - 39,0.8,0.2,0.2,0.8,1,"[('G 02', 'UV', '3.02'), ('NSG_2', 'OverVoltage', '3.54'), ('G 01', 'Out of Step', '3.70'), ('NSG_3', 'UnderVoltage', '15.50'), ('NSG_1', 'UnderVoltage(1)', '67.79')]"
,,,,,,,
8940,Line 09 - 39,0.8,0.2,0.2,0.8,1,"[('NSG_2', 'OverVoltage', '3.01')]"
,,,,,,,
8941,Line 05 - 08,0.8,0.2,0.2,0.8,0,[]
,,,,,,,
8942,Line 05 - 06,0.8,0.2,0.2,0.8,3,Error
,,,,,,,
8943,Line 04 - 05,0.8,0.2,0.2,1,0,[]
,,,,,,,
8944,Line 06 - 07,0.8,0.2,0.2,1,0,[]
,,,,,,,
8945,Line 06 - 11,0.8,0.2,0.2,1,0,[]
,,,,,,,
8946,Line 10 - 11,0.8,0.2,0.2,1,0,[]
,,,,,,,
8947,Line 10 - 13,0.8,0.2,0.2,1,0,[]
,,,,,,,
8948,Line 13 - 14,0.8,0.2,0.2,1,0,[]
,,,,,,,
8949,Line 16 - 19,0.8,0.2,0.2,1,1,"[('G 05', 'Over-Speed', '1.82')]"
,,,,,,,
8950,Line 16 - 21,0.8,0.2,0.2,1,0,[]
,,,,,,,
8951,Line 16 - 24,0.8,0.2,0.2,1,0,[]
,,,,,,,
8952,Line 26 - 28,0.8,0.2,0.2,1,0,[]
,,,,,,,
8953,Line 26 - 29,0.8,0.2,0.2,1,0,[]
,,,,,,,
8954,Line 28 - 29,0.8,0.2,0.2,1,0,[]
,,,,,,,
8955,Line 23 - 24,0.8,0.2,0.2,1,0,[]
,,,,,,,
8956,Line 22 - 23,0.8,0.2,0.2,1,0,[]
,,,,,,,
8957,Line 21 - 22,0.8,0.2,0.2,1,0,[]
,,,,,,,
8958,Line 03 - 18,0.8,0.2,0.2,1,0,[]
,,,,,,,
8959,Line 08 - 09,0.8,0.2,0.2,1,1,"[('NSG_2', 'OverVoltage', '2.97')]"
,,,,,,,
8960,Line 07 - 08,0.8,0.2,0.2,1,0,[]
,,,,,,,
8961,Line 02 - 25,0.8,0.2,0.2,1,0,[]
,,,,,,,
8962,Line 01 - 02,0.8,0.2,0.2,1,3,Error
,,,,,,,
8963,Line 25 - 26,0.8,0.2,0.2,1,0,[]
,,,,,,,
8964,Line 17 - 18,0.8,0.2,0.2,1,0,[]
,,,,,,,
8965,Line 26 - 27,0.8,0.2,0.2,1,0,[]
,,,,,,,
8966,Line 17 - 27,0.8,0.2,0.2,1,0,[]
,,,,,,,
8967,Line 16 - 17,0.8,0.2,0.2,1,0,[]
,,,,,,,
8968,Line 15 - 16,0.8,0.2,0.2,1,1,"[('NSG_2', 'OverVoltage', '2.14')]"
,,,,,,,
8969,Line 14 - 15,0.8,0.2,0.2,1,0,[]
,,,,,,,
8970,Line 04 - 14,0.8,0.2,0.2,1,0,[]
,,,,,,,
8971,Line 03 - 04,0.8,0.2,0.2,1,0,[]
,,,,,,,
8972,Line 02 - 03,0.8,0.2,0.2,1,0,[]
,,,,,,,
8973,Line 01 - 39,0.8,0.2,0.2,1,1,"[('NSG_2', 'OverVoltage', '3.33')]"
,,,,,,,
8974,Line 09 - 39,0.8,0.2,0.2,1,1,"[('NSG_2', 'OverVoltage', '3.01')]"
,,,,,,,
8975,Line 05 - 08,0.8,0.2,0.2,1,0,[]
,,,,,,,
8976,Line 05 - 06,0.8,0.2,0.2,1,3,Error
,,,,,,,
8977,Line 04 - 05,0.8,0.2,0.4,0,0,[]
,,,,,,,
8978,Line 06 - 07,0.8,0.2,0.4,0,0,[]
,,,,,,,
8979,Line 06 - 11,0.8,0.2,0.4,0,0,[]
,,,,,,,
8980,Line 10 - 11,0.8,0.2,0.4,0,0,[]
,,,,,,,
8981,Line 10 - 13,0.8,0.2,0.4,0,0,[]
,,,,,,,
8982,Line 13 - 14,0.8,0.2,0.4,0,0,[]
,,,,,,,
8983,Line 16 - 19,0.8,0.2,0.4,0,1,"[('G 05', 'Over-Speed', '1.75')]"
,,,,,,,
8984,Line 16 - 21,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.16')]"
,,,,,,,
8985,Line 16 - 24,0.8,0.2,0.4,0,0,[]
,,,,,,,
8986,Line 26 - 28,0.8,0.2,0.4,0,0,[]
,,,,,,,
8987,Line 26 - 29,0.8,0.2,0.4,0,0,[]
,,,,,,,
8988,Line 28 - 29,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.26'), ('NSG_1', 'OverVoltage(1)', '2.46')]"
,,,,,,,
8989,Line 23 - 24,0.8,0.2,0.4,0,0,[]
,,,,,,,
8990,Line 22 - 23,0.8,0.2,0.4,0,0,[]
,,,,,,,
8991,Line 21 - 22,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.28')]"
,,,,,,,
8992,Line 03 - 18,0.8,0.2,0.4,0,0,[]
,,,,,,,
8993,Line 08 - 09,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.78'), ('NSG_1', 'OverVoltage(1)', '2.97')]"
,,,,,,,
8994,Line 07 - 08,0.8,0.2,0.4,0,0,[]
,,,,,,,
8995,Line 02 - 25,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.16')]"
,,,,,,,
8996,Line 01 - 02,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.19'), ('NSG_1', 'OverVoltage(1)', '2.23'), ('G 01', 'Out of Step', '2.23')]"
,,,,,,,
8997,Line 25 - 26,0.8,0.2,0.4,0,0,[]
,,,,,,,
8998,Line 17 - 18,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.15')]"
,,,,,,,
8999,Line 26 - 27,0.8,0.2,0.4,0,0,[]
,,,,,,,
9000,Line 17 - 27,0.8,0.2,0.4,0,0,[]
,,,,,,,
9001,Line 16 - 17,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.31')]"
,,,,,,,
9002,Line 15 - 16,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.08')]"
,,,,,,,
9003,Line 14 - 15,0.8,0.2,0.4,0,0,[]
,,,,,,,
9004,Line 04 - 14,0.8,0.2,0.4,0,0,[]
,,,,,,,
9005,Line 03 - 04,0.8,0.2,0.4,0,0,[]
,,,,,,,
9006,Line 02 - 03,0.8,0.2,0.4,0,0,[]
,,,,,,,
9007,Line 01 - 39,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.33'), ('NSG_1', 'OverVoltage(1)', '2.38'), ('G 01', 'Out of Step', '2.39')]"
,,,,,,,
9008,Line 09 - 39,0.8,0.2,0.4,0,1,"[('NSG_2', 'OverVoltage', '2.86')]"
,,,,,,,
9009,Line 05 - 08,0.8,0.2,0.4,0,0,[]
,,,,,,,
9010,Line 05 - 06,0.8,0.2,0.4,0,0,[]
,,,,,,,
9011,Line 04 - 05,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9012,Line 06 - 07,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9013,Line 06 - 11,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9014,Line 10 - 11,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9015,Line 10 - 13,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9016,Line 13 - 14,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9017,Line 16 - 19,0.8,0.2,0.4,0.2,1,"[('G 05', 'Over-Speed', '1.76'), ('Load 29A_UF', '116.39'), ('Load 28A_UF', '116.39'), ('Load 26A_UF', '116.40'), ('Load 25A_UF', '116.40'), ('Load 27A_UF', '116.40'), ('Load 03A_UF', '116.40'), ('Load 18A_UF', '116.40'), ('Load 04A_UF', '116.40'), ('Load 12A_UF', '116.40'), ('Load 15A_UF', '116.40'), ('Load 16A_UF', '116.40'), ('Load 24A_UF', '116.40'), ('Load 21A_UF', '116.40'), ('Load 23A_UF', '116.40'), ('Load 08A_UF', '116.40'), ('Load 07A_UF', '116.40')]"
,,,,,,,
9018,Line 16 - 21,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9019,Line 16 - 24,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9020,Line 26 - 28,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9021,Line 26 - 29,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9022,Line 28 - 29,0.8,0.2,0.4,0.2,1,"[('NSG_2', 'OverVoltage', '2.28')]"
,,,,,,,
9023,Line 23 - 24,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9024,Line 22 - 23,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9025,Line 21 - 22,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9026,Line 03 - 18,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9027,Line 08 - 09,0.8,0.2,0.4,0.2,1,"[('NSG_2', 'OverVoltage', '2.82'), ('NSG_1', 'OverVoltage(1)', '3.04')]"
,,,,,,,
9028,Line 07 - 08,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9029,Line 02 - 25,0.8,0.2,0.4,0.2,1,"[('NSG_2', 'OverVoltage', '2.18')]"
,,,,,,,
9030,Line 01 - 02,0.8,0.2,0.4,0.2,1,"[('NSG_2', 'OverVoltage', '2.28'), ('NSG_1', 'OverVoltage(1)', '2.32'), ('G 01', 'Out of Step', '2.33'), ('NSG_3', 'OverFrequency', '2.54')]"
,,,,,,,
9031,Line 25 - 26,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9032,Line 17 - 18,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9033,Line 26 - 27,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9034,Line 17 - 27,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9035,Line 16 - 17,0.8,0.2,0.4,0.2,1,"[('NSG_2', 'OverVoltage', '2.41')]"
,,,,,,,
9036,Line 15 - 16,0.8,0.2,0.4,0.2,1,"[('NSG_2', 'OverVoltage', '2.08')]"
,,,,,,,
9037,Line 14 - 15,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9038,Line 04 - 14,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9039,Line 03 - 04,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9040,Line 02 - 03,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9041,Line 01 - 39,0.8,0.2,0.4,0.2,1,"[('NSG_2', 'OverVoltage', '2.45'), ('NSG_1', 'OverVoltage(1)', '2.50'), ('G 01', 'Out of Step', '2.52'), ('NSG_3', 'OverFrequency', '2.73')]"
,,,,,,,
9042,Line 09 - 39,0.8,0.2,0.4,0.2,1,"[('NSG_2', 'OverVoltage', '2.90')]"
,,,,,,,
9043,Line 05 - 08,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9044,Line 05 - 06,0.8,0.2,0.4,0.2,0,[]
,,,,,,,
9045,Line 04 - 05,0.8,0.2,0.4,0.4,3,Error
,,,,,,,
9046,Line 06 - 07,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9047,Line 06 - 11,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9048,Line 10 - 11,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9049,Line 10 - 13,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9050,Line 13 - 14,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9051,Line 16 - 19,0.8,0.2,0.4,0.4,1,"[('G 05', 'Over-Speed', '1.78')]"
,,,,,,,
9052,Line 16 - 21,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9053,Line 16 - 24,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9054,Line 26 - 28,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9055,Line 26 - 29,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9056,Line 28 - 29,0.8,0.2,0.4,0.4,1,"[('NSG_2', 'OverVoltage', '2.34')]"
,,,,,,,
9057,Line 23 - 24,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9058,Line 22 - 23,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9059,Line 21 - 22,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9060,Line 03 - 18,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9061,Line 08 - 09,0.8,0.2,0.4,0.4,1,"[('NSG_2', 'OverVoltage', '2.86')]"
,,,,,,,
9062,Line 07 - 08,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9063,Line 02 - 25,0.8,0.2,0.4,0.4,1,"[('NSG_2', 'OverVoltage', '2.23')]"
,,,,,,,
9064,Line 01 - 02,0.8,0.2,0.4,0.4,1,"[('NSG_2', 'OverVoltage', '2.39'), ('NSG_1', 'OverVoltage(1)', '2.44'), ('G 01', 'Out of Step', '2.45'), ('NSG_3', 'OverFrequency', '3.15')]"
,,,,,,,
9065,Line 25 - 26,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9066,Line 17 - 18,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9067,Line 26 - 27,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9068,Line 17 - 27,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9069,Line 16 - 17,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9070,Line 15 - 16,0.8,0.2,0.4,0.4,1,"[('NSG_2', 'OverVoltage', '2.09')]"
,,,,,,,
9071,Line 14 - 15,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9072,Line 04 - 14,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9073,Line 03 - 04,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9074,Line 02 - 03,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9075,Line 01 - 39,0.8,0.2,0.4,0.4,1,"[('NSG_2', 'OverVoltage', '2.60'), ('NSG_1', 'OverVoltage(1)', '2.66'), ('G 01', 'Out of Step', '2.68'), ('NSG_3', 'OverFrequency', '2.89')]"
,,,,,,,
9076,Line 09 - 39,0.8,0.2,0.4,0.4,1,"[('NSG_2', 'OverVoltage', '2.93')]"
,,,,,,,
9077,Line 05 - 08,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9078,Line 05 - 06,0.8,0.2,0.4,0.4,0,[]
,,,,,,,
9079,Line 04 - 05,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9080,Line 06 - 07,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9081,Line 06 - 11,0.8,0.2,0.4,0.6,3,Error
,,,,,,,
9082,Line 10 - 11,0.8,0.2,0.4,0.6,3,Error
,,,,,,,
9083,Line 10 - 13,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9084,Line 13 - 14,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9085,Line 16 - 19,0.8,0.2,0.4,0.6,1,"[('G 05', 'Over-Speed', '1.80')]"
,,,,,,,
9086,Line 16 - 21,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9087,Line 16 - 24,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9088,Line 26 - 28,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9089,Line 26 - 29,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9090,Line 28 - 29,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9091,Line 23 - 24,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9092,Line 22 - 23,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9093,Line 21 - 22,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9094,Line 03 - 18,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9095,Line 08 - 09,0.8,0.2,0.4,0.6,1,"[('NSG_2', 'OverVoltage', '2.90')]"
,,,,,,,
9096,Line 07 - 08,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9097,Line 02 - 25,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9098,Line 01 - 02,0.8,0.2,0.4,0.6,1,"[('NSG_2', 'OverVoltage', '2.52'), ('G 01', 'Out of Step', '2.59'), ('NSG_1', 'OverFrequency', '2.79')]"
,,,,,,,
9099,Line 25 - 26,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9100,Line 17 - 18,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9101,Line 26 - 27,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9102,Line 17 - 27,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9103,Line 16 - 17,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9104,Line 15 - 16,0.8,0.2,0.4,0.6,1,"[('NSG_2', 'OverVoltage', '2.13')]"
,,,,,,,
9105,Line 14 - 15,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9106,Line 04 - 14,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9107,Line 03 - 04,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9108,Line 02 - 03,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9109,Line 01 - 39,0.8,0.2,0.4,0.6,1,"[('NSG_2', 'OverVoltage', '2.82'), ('NSG_1', 'OverVoltage(1)', '2.89'), ('G 01', 'Out of Step', '2.92')]"
,,,,,,,
9110,Line 09 - 39,0.8,0.2,0.4,0.6,1,"[('NSG_2', 'OverVoltage', '2.97')]"
,,,,,,,
9111,Line 05 - 08,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9112,Line 05 - 06,0.8,0.2,0.4,0.6,0,[]
,,,,,,,
9113,Line 04 - 05,0.8,0.2,0.4,0.8,0,[]
,,,,,,,
9114,Line 06 - 07,0.8,0.2,0.4,0.8,0,[]
,,,,,,,
9115,Line 06 - 11,0.8,0.2,0.4,0.8,0,[]
,,,,,,,
9116,Line 10 - 11,0.8,0.2,0.4,0.8,0,[]
,,,,,,,
9117,Line 10 - 13,0.8,0.2,0.4,0.8,0,[]
,,,,,,,
9118,Line 13 - 14,0.8,0.2,0.4,0.8,0,[]
,,,,,,,
9119,Line 16 - 19,0.8,0.2,0.4,0.8,1,"[('G 05', 'Over-Speed', '1.82')]"
,,,,,,,
9120,Line 16 - 21,0.8,0.2,0.4,0.8,0,[]
,,,,,,,
