"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverFrequency'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B')]",1,313,14572-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 04', 'UV'),('G 03', 'UV'),('G 02', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_C'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('G 07', 'Out of Step'),('G 06', 'Out of Step'),('Load_C'),('Load_B'),('Load_B'),('Load_C'),('Load_B'),('Load_A'),('Load_D'),('Load_A'),('Load_D'),('Load_C'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_B'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_B'),('Load_D'),('Load_D'),('Load_C'),('G 05', 'Out of Step'),('Load_D'),('G 08', 'Out of Step'),('G 10', 'Out of Step'),('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage')]",1,314,14584-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 04', 'UV'),('G 07', 'UV'),('G 03', 'UV'),('G 08', 'UV'),('G 06', 'UV'),('G 02', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_C'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_D'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_A'),('Load_D'),('Load_D'),('G 10', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_B'),('Load_C'),('Load_D'),('NSG_3', 'UnderVoltage(2)'),('G 05', 'Out of Step'),('G 01', 'Under-Speed')]",1,315,14618-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_D'),('Load_C'),('Load_D'),('G 04', 'UV'),('G 07', 'UV'),('G 03', 'UV'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_C'),('Load_A'),('Load_A'),('G 08', 'UV'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('G 06', 'UV'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('NSG_3', 'UnderFrequency'),('G 02', 'UV'),('G 10', 'Under-Speed'),('G 01', 'Under-Speed'),('G 05', 'UV')]",1,316,14652-
"[('G 04', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",1,317,14661-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",1,318,14671-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'UnderFrequency'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",1,319,14674-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",1,320,14686-
"[('G 06', 'Over-Speed'),('G 07', 'Over-Speed'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('G 03', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_A'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('G 04', 'UV'),('G 05', 'Under-Speed'),('G 01', 'Under-Speed'),('G 10', 'Under-Speed'),('G 08', 'UV'),('G 02', 'UV')]",1,321,14703-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_D'),('Load_B'),('Load_C'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('G 03', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('NSG_3', 'UnderFrequency'),('G 04', 'UV'),('G 08', 'UV'),('G 05', 'Under-Speed'),('G 02', 'UV'),('G 10', 'Under-Speed'),('G 01', 'Under-Speed')]",1,322,14737-
"[('NSG_3', 'OverVoltage'),('G 01', 'Out of Step')]",1,323,14754-
"[('G 06', 'UV'),('G 07', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_D'),('Load_B'),('Load_C'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('G 03', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('NSG_3', 'UnderFrequency'),('G 02', 'UV'),('G 04', 'UV'),('G 05', 'UV'),('G 01', 'Under-Speed'),('G 08', 'UV'),('G 10', 'UV')]",1,324,14771-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('NSG_2', 'OverVoltage'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 03', 'UV'),('G 02', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_A'),('G 04', 'UV'),('G 05', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_C'),('Load_D'),('Load_D'),('Load_B'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('G 08', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_D'),('Load_C'),('Load_B'),('Load_C'),('G 10', 'UV'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('G 01', 'Under-Speed')]",1,325,14907-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('NSG_2', 'OverVoltage'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_A'),('G 03', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('NSG_3', 'UnderFrequency(1)'),('G 01', 'Under-Speed'),('G 04', 'UV'),('G 02', 'UV'),('G 08', 'UV'),('G 10', 'UV'),('G 05', 'UV')]",1,326,14941-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('NSG_2', 'OverVoltage'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_C'),('Load_B'),('Load_D'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('NSG_3', 'UnderFrequency(1)'),('G 01', 'Under-Speed'),('G 04', 'Under-Speed'),('G 05', 'Under-Speed'),('G 08', 'Under-Speed'),('G 02', 'UV'),('G 03', 'UV'),('G 10', 'UV')]",1,327,14975-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('G 04', 'UV'),('G 02', 'UV'),('G 03', 'UV'),('Load_A'),('Load_B'),('G 08', 'UV'),('NSG_2', 'UnderVoltage'),('G 10', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 09', 'Over-Speed'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_A'),('G 05', 'UV'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('G 01', 'Under-Speed')]",1,328,15111-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('NSG_2', 'OverVoltage'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('NSG_3', 'UnderFrequency(1)'),('G 08', 'Under-Speed'),('G 01', 'Under-Speed'),('G 03', 'Under-Speed'),('G 04', 'Under-Speed'),('G 10', 'Under-Speed'),('G 02', 'UV'),('G 05', 'UV')]",1,329,15145-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('NSG_2', 'OverVoltage'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 09', 'Over-Speed'),('G 01', 'Out of Step'),('G 03', 'UV'),('G 02', 'UV'),('G 08', 'UV'),('G 04', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 10', 'Out of Step'),('G 05', 'UV')]",1,330,15315-
"[('NSG_2', 'OverVoltage'),('NSG_3', 'OverVoltage(1)'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 06', 'Over-Speed'),('G 07', 'Over-Speed'),('G 03', 'UV'),('G 02', 'UV'),('G 04', 'UV'),('G 05', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 08', 'UV'),('G 10', 'UV'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_D'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('G 01', 'Under-Speed')]",1,331,15349-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('NSG_2', 'OverVoltage'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('G 09', 'Over-Speed'),('G 03', 'UV'),('G 02', 'UV'),('Load_A'),('Load_B'),('Load_C'),('G 04', 'UV'),('G 05', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('G 08', 'UV'),('G 10', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('G 01', 'Under-Speed')]",1,332,15519-
"[('NSG_2', 'OverVoltage'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('G 10', 'Over-Speed'),('G 01', 'Out of Step'),('G 08', 'Over-Speed'),('Load_A'),('Load_B'),('G 03', 'UV'),('G 02', 'UV')]",1,333,15529-
"[('G 09', 'Over-Speed'),('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B')]",1,334,15584-
"[('G 10', 'Over-Speed'),('G 01', 'Out of Step'),('NSG_2', 'OverVoltage'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_B')]",1,335,15606-
"[('G 09', 'Over-Speed'),('NSG_2', 'OverVoltage'),('G 03', 'UV'),('G 04', 'UV'),('G 07', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('G 02', 'UV'),('Load_A'),('Load_B'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_B'),('Load_B'),('Load_A'),('Load_C'),('Load_A'),('Load_B'),('Load_D'),('Load_C'),('Load_C'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_C'),('Load_B'),('Load_D'),('Load_D'),('Load_D'),('G 06', 'UV'),('Load_D'),('Load_D'),('Load_B'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('G 01', 'Under-Speed'),('G 05', 'Under-Speed'),('G 10', 'UV'),('G 08', 'UV')]",1,336,15720-
"[('NSG_2', 'OverVoltage'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_C'),('Load_B'),('Load_D'),('Load_C'),('G 10', 'Over-Speed'),('G 01', 'Out of Step'),('G 08', 'Over-Speed'),('Load_A'),('Load_B'),('G 03', 'UV'),('G 02', 'UV')]",1,337,15733-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_D'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('NSG_1', 'UnderFrequency'),('G 02', 'Under-Speed'),('G 03', 'Under-Speed'),('G 04', 'Under-Speed'),('G 05', 'Under-Speed'),('G 08', 'Under-Speed'),('G 10', 'Under-Speed'),('G 01', 'Under-Speed')]",1,338,15927-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('G 09', 'UV'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_D'),('Load_A'),('G 03', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('NSG_3', 'UnderFrequency'),('NSG_1', 'UnderFrequency(1)'),('G 01', 'Under-Speed'),('G 08', 'UV'),('G 10', 'Under-Speed'),('G 02', 'UV'),('G 04', 'UV'),('G 05', 'UV')]",1,339,15961-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('NSG_1', 'OverVoltage'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_C'),('Load_B'),('Load_D'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('NSG_3', 'UnderFrequency(1)'),('G 04', 'Under-Speed'),('G 08', 'Under-Speed'),('G 01', 'Under-Speed'),('G 02', 'Under-Speed'),('G 03', 'Under-Speed'),('G 05', 'Under-Speed'),('G 10', 'Under-Speed')]",1,340,15995-
"[('NSG_1', 'OverFrequency'),('G 10', 'Over-Speed'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",1,341,16017-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('G 02', 'UV'),('G 04', 'UV'),('G 03', 'UV'),('Load_A'),('Load_B'),('NSG_1', 'UnderVoltage'),('NSG_2', 'UnderVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('G 01', 'Out of Step'),('Load_A'),('Load_B'),('G 08', 'Out of Step'),('G 10', 'Out of Step'),('G 05', 'Out of Step'),('Load_C'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('G 09', 'Over-Speed')]",1,342,16131-
