"[('NSG_1', 'OverVoltage'),('G 01', 'Out of Step')]",55,16,8588-8599-8622-8633-8701-9812-9823-9857-9891-11047-11070-11081-11115-11149-12257-12260-12271-12305-12339-13481-13495-13529-13563-15929-15943-15944-15963-16012-16046-17153-17156-17167-17168-17187-17221-17241-17270-18377-18380-18391-18392-18426-18445-18460-18494-19601-19615-19616-19635-19650-19684-20825-20840-20874-20908-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 29A_UF'),('Load 28A_UF')]",45,17,22413-22583-23059-23195-23603-23773-23909-24079-24249-24419-24623-24793-24929-24963-25065-25099-25269-26051-26085-26119-26187-26221-26425-26731-26765-26833-27139-27207-27241-27445-27479-27751-27785-27819-27853-27989-28023-28159-28431-28533-28635-28669-28873-28975-29213-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency')]",42,18,7602-7817-7885-8010-8021-8214-8225-8418-8429-8497-10356-11274-12158-13042-13722-14538-15045-15351-15354-15388-15555-15691-15705-15762-15773-15774-15864-16235-17935-19071-19159-19513-19842-19975-20080-20281-20318-20587-21485-21542-21610-36567-
"[('NSG_1', 'OverVoltage'),('G 01', 'Under-Speed')]",37,19,1244-2468-3692-4916-6140-23443-23458-24648-24667-24682-25724-25789-25808-25823-25838-25857-25872-25906-26948-26959-26979-27013-27028-27062-27081-27096-27130-28169-28172-28183-28184-28203-28218-28237-28305-28320-28354-
"[('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF'),('Load 25A_UF')]",34,20,143-279-619-1163-2353-3203-3543-3679-4053-5413-5617-5923-6263-6603-6671-7589-8847-9017-16191-29791-30131-30811-31525-32953-34109-34245-34755-35163-35231-40365-41521-43765-43833-43969-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 09', 'UV'),('Load 29A_UF'),('Load 29B_UF')]",33,21,6119-7040-10677-10999-12019-12204-13039-13224-13243-13258-13428-13447-14059-14074-14229-14244-14278-14433-14448-14482-14535-14652-16978-17998-19018-20038-21058-25525-27385-27565-28120-28847-29197-
"[('G 09', 'Over-Speed'),('Load 23A_UF'),('Load 20A_UF'),('Load 21A_UF'),('Load 24A_UF')]",33,22,14768-14938-15176-15958-16196-17148-17216-24356-24424-25376-25512-25546-26396-26532-26566-26736-27552-27586-27756-27960-28198-28368-28572-28606-28776-28980-30442-31292-31462-32312-32448-33468-34488-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency')]",31,23,8860-8871-9030-9041-9064-9075-9234-9245-9449-10061-10265-10469-10571-10673-10696-10741-11523-11693-12543-16181-16385-16386-18086-18615-18819-19839-20058-20655-21063-21267-21471-
"[('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 23A_UF'),('Load 21A_UF')]",30,24,4767-5821-5957-6841-14933-15953-29587-29757-30743-30777-32069-32205-32443-33327-33463-34347-34381-34483-34517-34687-35197-35435-35469-35503-35537-35775-36319-36489-41385-42541-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 08A_UF'),('Load 07A_UF'),('Load 12A_UF')]",29,25,36863-36999-37339-37883-38019-38155-38359-38427-38529-38597-38733-38801-38971-39107-39583-39719-40297-40603-40841-40909-41079-41113-41147-41215-41691-42065-42371-43017-43085-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverFrequency')]",28,26,9098-9132-9574-9710-9778-10220-10322-10492-10764-11002-13790-13824-14028-14198-14436-14640-16303-16711-16915-16930-17867-18071-18683-19400-20227-21505-21554-21709-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)'),('Load 29A_UF')]",28,27,31776-32626-32796-32830-33011-33782-34020-34133-34190-34802-34881-34949-34972-35017-35040-35142-35210-35357-35414-35425-35867-36026-36071-36162-36207-36434-36604-44061-
"[('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage')]",27,28,14742-14753-14776-14787-14821-14844-14855-14878-15966-16000-16034-16068-17190-17258-17269-18482-19638-19706-19774-19785-20862-20873-20896-20930-20964-20998-21009-
"[('NSG_2', 'OverVoltage'),('Load 23A_UF'),('Load 20A_UF'),('Load 21A_UF'),('Load 24A_UF')]",27,29,15734-23111-23146-23989-24097-24131-24165-24200-24301-24335-25111-25307-25321-25322-25355-25451-25560-26613-26648-26750-26783-27770-27974-28007-28619-29231-31556-
"[('G 05', 'Over-Speed'),('Load 12A_UF'),('Load 07A_UF'),('Load 08A_UF'),('Load 04A_UF')]",26,30,16157-29927-29961-30335-31355-31457-32477-32851-33157-33191-33837-33871-34585-34857-34959-34993-35095-35333-35367-35401-35639-36013-36115-36387-36455-36557-
"[('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage')]",25,31,22188-22222-22233-23457-24647-24670-24681-25826-25837-25860-25871-25894-25905-27027-27050-27061-27095-27118-27129-28206-28240-28274-28285-28308-28319-
"[('G 09', 'UV'),('Load 29A_UF'),('Load 29B_UF'),('Load 29C_UF'),('Load 29D_UF')]",25,32,29252-38942-39112-39146-40098-40166-40268-41152-41186-41288-42138-42172-42206-42308-42376-42410-42478-42512-42648-43362-43396-43430-43498-43532-43668-
"[('G 09', 'Over-Speed'),('Load 20A_UF'),('Load 23A_UF'),('Load 21A_UF'),('Load 12A_UF')]",24,33,18440-30306-30510-31326-31496-31564-32346-32618-32652-32686-33332-33366-33502-33638-33672-33706-34352-34386-34420-34454-34522-34692-35542-35712-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF')]",23,34,18333-18945-19149-19353-19523-19557-20169-20339-20373-20543-20577-20713-20747-20781-21359-21393-21529-21597-21767-21801-21937-21971-22005-
"[('NSG_2', 'OverVoltage'),('Load 20A_UF'),('Load 23A_UF'),('Load 21A_UF'),('Load 24A_UF')]",22,35,3548-15719-22731-23037-23145-24166-24234-24268-24287-24369-25118-25220-25511-26240-26437-26444-26735-27823-27837-28824-29027-42240-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage')]",22,36,23525-23548-23559-23582-23593-23718-23729-23752-23763-23922-24137-24738-24749-24772-24783-24942-24953-25157-25962-25973-26177-27197-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 29A_UF'),('Load 28A_UF'),('Load 23A_UF')]",22,37,36727-37237-37543-37611-37849-38121-38767-39175-39209-39345-39753-39855-40025-40195-40263-40501-41419-41861-41997-42303-42847-43493-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverVoltage(1)')]",20,38,10101-10628-10832-11648-12872-16284-16318-17508-17542-18732-18766-18936-19922-19956-20126-20160-21146-21180-21350-21384-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverFrequency'),('NSG_3', 'UnderVoltage')]",19,39,16170-16374-16589-16623-16680-16884-17394-17439-17462-17598-17609-17711-17734-18006-18108-18153-18278-19230-21213-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 23A_UF'),('Load 21A_UF')]",19,40,22141-22175-22277-22447-23229-23331-24045-24453-24487-25405-26289-26459-26629-26663-26799-27683-27955-29043-29179-
"[('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 25A_UF'),('Load 26A_UF')]",18,41,75-517-1265-2047-2489-4631-5243-14797-17143-29655-30471-30505-30607-31559-35265-36217-36251-43867-
"[('G 05', 'Over-Speed'),('Load 25A_UF'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF')]",18,42,857-2455-7045-29451-30233-30675-31015-32103-32783-33735-34789-35027-35061-35129-35911-36081-36183-36285-
"[('G 09', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 20A_UF'),('Load 24A_UF')]",18,43,14734-23098-24322-25342-25444-26362-26464-27178-27348-27382-28402-29966-30272-30408-31122-31428-34318-36596-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 12A_UF'),('Load 07A_UF')]",18,44,22209-22345-22379-22515-23025-23161-23365-23637-24317-24385-25133-25507-25813-25881-26153-26527-27003-27547-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 07A_UF'),('Load 08A_UF')]",18,45,22549-22651-22685-23399-23501-23535-23569-23671-23705-24283-24351-24555-24827-25575-25847-26595-27071-28465-
"[('NSG_2', 'OverVoltage'),('Load 08A_UF'),('Load 07A_UF'),('Load 04A_UF'),('Load 12A_UF')]",17,46,15514-15525-22999-23237-23849-23853-23887-23921-25117-25375-25447-25587-26358-26607-27752-27755-36633-
"[('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 23A_UF'),('Load 26A_UF')]",16,47,1299-3577-4461-5277-5651-14763-15545-15987-30403-30641-31151-31423-32273-34313-35707-36421-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 23A_UF')]",16,48,15069-15409-15613-16259-17993-19625-20407-22753-22923-23943-24011-24147-25031-25167-27513-28261-
"[('G 09', 'Over-Speed'),('Load 08A_UF'),('Load 07A_UF'),('Load 12A_UF'),('Load 04A_UF')]",16,49,17182-22826-22996-23846-24016-24866-25036-25580-25886-26056-26600-27076-27518-27620-28640-36664-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)'),('Load 20A_UF')]",16,50,31742-32637-32932-33000-33850-33861-34122-34201-34269-34632-35255-35448-35992-36241-36411-36683-
"[('NSG_1', 'OverVoltage'),('NSG_2', 'OverVoltage(1)'),('G 01', 'Under-Speed')]",15,51,1448-1459-1652-1663-1867-2071-2672-2683-2876-3091-3896-4100-5120-5324-6344-
"[('NSG_2', 'OverVoltage'),('Load 29A_UF'),('Load 28A_UF'),('Load 25A_UF'),('Load 26A_UF')]",15,52,4745-22833-22867-23105-24159-25179-25213-26573-27551-27593-27959-28613-28790-29021-35004-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 24A_UF')]",15,53,14831-15035-15511-15817-16565-17415-18027-19217-20815-21223-26561-27921-28329-29077-43425-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 12A_UF'),('Load 24A_UF')]",14,54,551-993-1333-1401-1469-2183-2217-4393-5107-6773-11397-12757-41555-42711-
"[('G 01', 'Out of Step'),('NSG_1', 'OverVoltage')]",14,55,16050-16080-16114-17304-17338-18465-18528-18562-19718-19752-19786-20942-20976-21010-
"[('NSG_1', 'OverVoltage'),('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage')]",14,56,23378-23389-23423-24568-24579-24602-24613-25758-25769-25792-25803-26982-26993-28217-
"[('G 05', 'Over-Speed'),('Load 12A_UF'),('Load 07A_UF'),('Load 08A_UF'),('Load 23A_UF')]",13,57,313-347-2557-6705-31729-32511-32885-33531-33565-33905-34619-35741-36353-
"[('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF'),('Load 23A_UF')]",13,58,1503-3237-4801-5787-6637-6807-6977-7181-7385-31185-34143-35809-42813-
"[('G 05', 'Over-Speed'),('Load 07A_UF'),('Load 08A_UF'),('Load 12A_UF'),('Load 04A_UF')]",13,59,3067-6501-15103-30573-31389-31763-31797-32817-33021-33497-33939-34075-36047-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 08A_UF'),('Load 07A_UF'),('Load 04A_UF')]",13,60,4576-5596-16947-18579-20007-21228-24087-24971-25141-25349-27181-27453-28375-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 23A_UF'),('Load 21A_UF'),('Load 24A_UF')]",13,61,37101-37169-37203-38937-39549-40093-40399-40705-42167-42201-42881-43051-43323-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 23A_UF'),('Load 29A_UF'),('Load 28A_UF')]",13,62,37509-37679-37713-38087-38325-38699-38835-39073-39957-41249-41317-42099-42915-
"[('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 23A_UF'),('Load 28A_UF'),('Load 21A_UF')]",12,63,823-1197-3441-7011-8337-11737-14729-17619-20203-41589-42507-42745-
"[('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF'),('Load 27A_UF')]",12,64,2013-2387-4223-4257-4733-5991-15341-16021-17551-18401-33633-34211-
"[('G 02', 'UV'),('G 03', 'UV'),('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed')]",12,65,2706-3114-3318-3930-4111-4315-4519-4542-5970-6763-6786-7171-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 08A_UF'),('Load 07A_UF'),('Load 04A_UF')]",12,66,37441-37645-38053-38223-38257-38903-39039-39311-39447-39685-40433-40807-
"[('G 05', 'Over-Speed'),('Load 08A_UF'),('Load 07A_UF'),('Load 12A_UF'),('Load 04A_UF')]",11,67,415-5073-6297-8609-17789-29553-30369-32919-36625-42473-43731-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 29A_UF'),('Load 21A_UF'),('Load 28A_UF')]",11,68,721-3101-3271-3917-7351-7487-12587-14695-14865-14899-20849-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('NSG_3', 'OverVoltage(2)'),('G 01', 'Under-Speed')]",11,69,1482-1890-2094-3941-23934-24138-24954-25158-25974-26178-27198-
"[('G 05', 'Over-Speed'),('Load 25A_UF'),('Load 26A_UF'),('Load 28A_UF'),('Load 29A_UF')]",11,70,2727-29621-30539-31593-32715-33055-33769-33973-34007-34041-34823-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 08A_UF'),('Load 07A_UF')]",11,71,22039-22073-24589-24725-25439-25643-25711-26255-27343-28363-29009-
"[('G 01', 'Out of Step'),('NSG_2', 'OverVoltage')]",11,72,33031-34270-35290-35494-36091-36106-36295-36310-36499-36514-36669-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 29A_UF'),('Load 28A_UF'),('Load 21A_UF')]",10,73,1061-6127-7147-7827-8575-9527-15919-19183-30097-43901-
"[('G 01', 'Out of Step'),('NSG_3', 'OverFrequency')]",10,74,7477-9948-11138-12430-13518-14739-14810-17235-18448-19649-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF')]",10,75,15375-17585-19829-21427-22821-22889-22991-24215-28805-44037-
"[('NSG_2', 'OverVoltage'),('Load 08A_UF'),('Load 07A_UF'),('Load 04A_UF'),('Load 03A_UF')]",10,76,23173-26361-26369-26641-26777-27415-27619-27797-28001-36565-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)'),('Load 23A_UF')]",10,77,34235-34677-34847-35051-35187-35221-35380-35822-36615-44050-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 23A_UF'),('Load 21A_UF'),('Load 29A_UF')]",10,78,36897-37407-37985-38869-39515-40229-40773-40875-41793-43119-
"[('NSG_2', 'OverVoltage'),('NSG_3', 'OverVoltage(1)'),('G 01', 'Under-Speed')]",9,79,258-269-462-473-666-870-881-1074-23118-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 09', 'UV'),('Load 28A_UF'),('Load 28B_UF')]",9,80,7001-12189-14569-14584-14618-25379-26637-28405-28585-
"[('NSG_2', 'OverVoltage'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF'),('Load 25A_UF')]",9,81,23078-24370-24404-25542-25545-25579-27831-38661-40290-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 03', 'UV'),('G 02', 'UV'),('G 01', 'Under-Speed')]",8,82,1901-2105-2309-2921-3125-4145-4349-6378-
"[('G 05', 'Over-Speed'),('Load 08A_UF'),('Load 07A_UF'),('Load 04A_UF'),('Load 12A_UF')]",8,83,3611-4835-6025-6467-6943-19999-29417-44003-
"[('G 05', 'Over-Speed'),('Load 25A_UF'),('Load 26A_UF'),('Load 03A_UF'),('Load 27A_UF')]",8,84,4087-4937-11227-18979-31899-34449-35843-35945-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 23A_UF'),('Load 28A_UF')]",8,85,16089-16803-17449-18673-19013-19863-20033-27887-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 23A_UF'),('Load 20A_UF'),('Load 24A_UF')]",8,86,16743-19803-23951-24155-25175-25957-26195-27215-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 25A_UF'),('Load 03A_UF')]",8,87,23739-24759-25745-25779-25915-26935-27037-28193-
"[('G 09', 'Over-Speed'),('Load 29A_UF'),('Load 25A_UF'),('Load 28A_UF'),('Load 26A_UF')]",8,88,28878-29014-32244-35372-35406-35440-36426-36528-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)'),('Load 08A_UF')]",8,89,31402-31572-31708-32592-32841-32943-34156-36717-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)'),('Load 25A_UF')]",8,90,32966-33045-33612-33657-33963-34031-34224-35153-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 29A_UF'),('Load 23A_UF'),('Load 28A_UF')]",8,91,37271-37917-39005-39923-40161-40467-41963-42439-
"[('G 09', 'UV'),('Load 29A_UF'),('Load 29B_UF'),('Load 25A_UF'),('Load 28A_UF')]",8,92,37922-38908-39078-39962-40982-41118-41424-43328-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 29A_UF'),('Load 28A_UF')]",7,93,1571-1707-5311-6161-18503-18809-43799-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 23A_UF'),('Load 20A_UF'),('Load 21A_UF')]",7,94,2256-3276-16747-16753-17569-17773-19813-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 24A_UF'),('Load 12A_UF')]",7,95,2761-2863-4971-10547-10887-13097-33259-
"[('NSG_2', 'OverVoltage'),('Load 08A_UF'),('Load 07A_UF'),('Load 12A_UF'),('Load 04A_UF')]",7,96,4738-22863-25593-26327-26403-28035-28775-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('Load 29A_UF'),('Load 28A_UF')]",7,97,7160-26571-27965-28781-28985-29019-29238-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 25A_UF'),('Load 03A_UF'),('Load 26A_UF')]",7,98,10897-10931-11951-12034-12121-12971-13141-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage')]",7,99,12101-13121-13314-13325-14141-14345-14549-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 25A_UF'),('Load 03A_UF'),('Load 18A_UF')]",7,100,12155-13005-13054-13175-13991-14006-14195-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 25A_UF'),('Load 26A_UF')]",7,101,22107-22719-23297-23433-24895-26017-28227-
"[('NSG_2', 'OverVoltage'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF'),('Load 27A_UF')]",7,102,22829-25389-25559-26392-26443-26579-26599-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load 07A_UF'),('Load 08A_UF'),('Load 12A_UF')]",7,103,23841-25303-25371-26357-27581-27615-28567-
"[('G 09', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 24A_UF'),('Load 16A_UF')]",7,104,27008-27484-28504-30102-32278-33298-36630-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)'),('Load 07A_UF')]",7,105,32773-32977-33827-33986-35176-35346-36037-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 08A_UF'),('Load 07A_UF'),('Load 25A_UF')]",7,106,36795-38189-40671-40977-41283-41623-41657-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 03', 'UV'),('G 02', 'UV'),('Load 08B_UF')]",6,107,3329-5358-13311-14312-14331-14550-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 23A_UF'),('Load 20A_UF'),('Load 29A_UF')]",6,108,5316-11985-23917-25991-26229-27249-
"[('G 09', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 20A_UF'),('Load 25A_UF')]",6,109,14904-15924-23064-24288-25308-26328-
"[('G 09', 'Over-Speed'),('Load 20A_UF'),('Load 12A_UF'),('Load 07A_UF'),('Load 08A_UF')]",6,110,15210-31598-32720-33740-33876-34896-
"[('NSG_2', 'OverVoltage'),('Load 29A_UF'),('Load 28A_UF'),('Load 23A_UF'),('Load 20A_UF')]",6,111,15727-24447-26803-27634-27789-27838-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 23A_UF'),('Load 12A_UF')]",6,112,22311-22481-23093-23467-25609-27275-
"[('NSG_2', 'OverVoltage'),('Load 08A_UF'),('Load 07A_UF'),('Load 15A_UF'),('Load 04A_UF')]",6,113,23044-25356-25424-26784-28042-29198-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 23A_UF'),('Load 21A_UF'),('Load 12A_UF')]",6,114,39889-40059-40637-41045-41895-43357-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 25A_UF'),('Load 24A_UF')]",5,115,2659-30267-31695-31967-42337-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF')]",5,116,3608-17767-17977-19807-23985-
"[('G 02', 'UV'),('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('G 03', 'UV')]",5,117,8361-8565-11795-11999-13223-
"[('G 05', 'Over-Speed'),('Load 29A_UF'),('Load 28A_UF'),('Load 08A_UF'),('Load 07A_UF')]",5,118,13607-32171-32579-33089-33667-
"[('G 07', 'Over-Speed'),('G 06', 'Over-Speed'),('NSG_2', 'OverVoltage'),('G 09', 'UV'),('Load 28A_UF')]",5,119,14907-14941-15145-16165-17355-
"[('G 09', 'Over-Speed'),('NSG_2', 'OverVoltage'),('Load 23A_UF'),('Load 20A_UF'),('Load 21A_UF')]",5,120,15108-15312-17760-17964-18984-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 29A_UF')]",5,121,15443-16973-17245-26493-28499-
"[('NSG_2', 'OverVoltage'),('Load 23A_UF'),('Load 20A_UF'),('Load 21A_UF'),('Load 29A_UF')]",5,122,15526-24336-26818-26852-27993-
"[('G 01', 'Out of Step'),('NSG_1', 'OverFrequency'),('NSG_3', 'UnderVoltage')]",5,123,15977-16011-16045-17201-18425-
"[('G 09', 'Over-Speed'),('NSG_2', 'OverVoltage'),('Load 20A_UF'),('Load 23A_UF'),('Load 21A_UF')]",5,124,16332-16604-17794-18814-20004-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 08A_UF'),('Load 07A_UF'),('Load 03A_UF')]",5,125,18783-24295-25315-26335-27355-
"[('G 04', 'Over-Speed'),('Load 20A_UF'),('Load 20B_UF'),('Load 25A_UF'),('Load 29A_UF')]",5,126,22957-23263-24997-25949-26969-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 09', 'UV'),('G 06', 'Over-Speed'),('G 07', 'Over-Speed')]",5,127,24291-25311-26331-27351-28371-
"[('NSG_2', 'OverVoltage'),('G 01', 'Under-Speed'),('NSG_1', 'OverVoltage(1)'),('NSG_3', 'OverVoltage(2)'),('Load 29A_UF')]",5,128,25415-25449-25653-26639-27897-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 03', 'UV'),('G 02', 'UV'),('G 05', 'UV')]",5,129,25519-26743-27763-27967-28987-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('Load 07A_UF'),('Load 08A_UF')]",5,130,26790-27776-27810-28796-28830-
"[('G 09', 'Over-Speed'),('Load 25A_UF'),('Load 29A_UF'),('Load 28A_UF'),('Load 03A_UF')]",5,131,31088-31768-31836-33094-34930-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 29A_UF'),('Load 28A_UF'),('Load 26A_UF')]",5,132,37135-37373-37747-39787-42269-
"[('G 05', 'Over-Speed'),('Load 20A_UF'),('Load 23A_UF'),('Load 29A_UF'),('Load 21A_UF')]",5,133,38563-39481-40569-42031-43255-
"[('G 01', 'Under-Speed')]",4,134,20-22219-25891-27115-
"[('NSG_1', 'OverVoltage'),('NSG_3', 'OverVoltage(1)'),('G 01', 'Under-Speed')]",4,135,1278-6185-23409-26994-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 29A_UF'),('Load 24A_UF')]",4,136,1741-2421-12927-41487-
"[('NSG_2', 'OverVoltage'),('Load 29A_UF'),('Load 23A_UF'),('Load 28A_UF'),('Load 20A_UF')]",4,137,2363-25341-25621-26531-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 21A_UF'),('Load 12A_UF'),('Load 07A_UF')]",4,138,3033-10377-40127-43527-
"[('G 02', 'UV'),('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('G 03', 'UV')]",4,139,3499-4723-5743-6967-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load 08A_UF'),('Load 07A_UF'),('Load 12A_UF')]",4,140,3556-6616-16543-24329-
"[('G 02', 'UV'),('G 03', 'UV'),('NSG_2', 'OverVoltage'),('G 01', 'Under-Speed'),('NSG_1', 'UnderVoltage')]",4,141,5335-5539-6355-7194-
"[('NSG_1', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency')]",4,142,8667-15978-17202-18411-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverVoltage(1)'),('NSG_3', 'OverVoltage(2)')]",4,143,8878-9285-10102-21214-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('Load 29A_UF'),('Load 28A_UF')]",4,144,13326-14297-14346-32793-
"[('G 05', 'Over-Speed'),('Load 23A_UF'),('Load 08A_UF'),('Load 07A_UF'),('Load 21A_UF')]",4,145,13947-29519-31219-42405-
"[('G 09', 'Over-Speed'),('Load 25A_UF'),('Load 08A_UF'),('Load 07A_UF'),('Load 29A_UF')]",4,146,14972-15992-31802-41492-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'OverVoltage(1)')]",4,147,15249-15419-15453-15657-
